phecode,rank,description,group,cases,ctrls,total,case_p,LR_AUCROC,RF_AUCROC,XGB_AUCROC,P2V_AUCROC,WP2V_AUCROC,LR_F1,RF_F1,XGB_F1,P2V_F1,WP2V_F1,LR_AUCPR,RF_AUCPR,XGB_AUCPR,P2V_AUCPR,WP2V_AUCPR
phecode_530.1,33,"Esophagitis, GERD and related diseases",digestive,1174,5974,7148,0.1642417459429211,0.7037302473124596,0.7472463582965136,0.7420656747096589,0.6943553809836949,0.7601155832001136,0.4353647884569136,0.5366683217515353,0.499710917795267,0.3910646918407135,0.5594688597411164,0.38081963794203094,0.4560608892156065,0.4501037319841916,0.34455647061090994,0.4554543228924239
phecode_428.3,34,Heart failure with reduced EF [Systolic or combined heart failure],circulatory system,895,4630,5525,0.16199095022624435,0.8555692205337858,0.8943514733107066,0.8928933970996605,0.7965225817648873,0.855296397716754,0.6228838428440203,0.6769238936178219,0.6763580682205804,0.4883684708696933,0.6229265381530349,0.6491733735975165,0.7100000910477998,0.7115421492545214,0.4866944466560521,0.6461997777065509
phecode_041,35,Bacterial infection NOS,infectious diseases,1010,5239,6249,0.161625860137622,0.5820660191973396,0.6822877711435266,0.6297167258710604,0.6376720202554607,0.6698710981785201,0.30635285268571605,0.36592288447242877,0.33286239847778115,0.33157911734685125,0.3774595537263031,0.24780153413691722,0.2967558191769205,0.26401118566690485,0.25755305052078853,0.2734743982452394
phecode_428.4,36,Heart failure with preserved EF [Diastolic heart failure],circulatory system,842,4630,5472,0.15387426900584794,0.8325894840526772,0.8667765733135648,0.8681300821349969,0.7313647953294378,0.7986372054606178,0.5706397112125784,0.6029068590157676,0.6154428268659103,0.4156040738613724,0.5579356073040577,0.5975017943514505,0.6310713843979606,0.6552351456323833,0.3609423353080731,0.546446423194184
phecode_530.11,37,GERD,digestive,1066,5974,7040,0.15142045454545455,0.7131480003090315,0.750877190778552,0.7562456699481367,0.7097946636802002,0.7715490075505427,0.43054204932984885,0.5388047135516478,0.5090517406744343,0.3961391444548264,0.5638489316099083,0.37011266385581526,0.4544529477553832,0.44761208268437225,0.34566984110226345,0.45294160879889434
phecode_276.41,38,Acidosis,endocrine/metabolic,849,4800,5649,0.15029208709506106,0.5579779411764706,0.630254705882353,0.5959280882352941,0.5880072549019608,0.6128922549019608,0.27466685094405635,0.31426975505871235,0.2933941991446054,0.28866643255829544,0.3014912837217317,0.19319389235965953,0.21883348299730596,0.20852310303043367,0.19586757721214518,0.23019803916496928
phecode_395,39,Heart valve disorders,circulatory system,1096,6212,7308,0.1499726327312534,0.8179025702548869,0.8636972060199002,0.8592382121253426,0.780422986355582,0.8559324194753738,0.5696769797573171,0.6142790628448128,0.6325301377400012,0.4631192224306506,0.5961400456059713,0.5573269468321786,0.6094441171439935,0.6369172064260904,0.39816648908224545,0.5408367592583992
phecode_426,40,Cardiac conduction disorders,circulatory system,737,4293,5030,0.14652087475149106,0.8766362719519137,0.9100817552190427,0.9024037448106199,0.8531326878243165,0.8933748862407115,0.6640905127465335,0.7219703196593237,0.7042667842309028,0.5668155452609748,0.6745580199651524,0.7119148821558953,0.7789044721380232,0.7666527742744874,0.5523253879531922,0.6797265484698898
phecode_276.5,41,Hypovolemia,endocrine/metabolic,747,4800,5547,0.13466738777717685,0.555208778966132,0.6011452762923352,0.5761580325311944,0.6030638926024956,0.6037245432263815,0.2496812832843537,0.2726788406718281,0.25894830217639947,0.27659006641303996,0.27719356179483967,0.1694698808334331,0.18199584504548003,0.17931907423318955,0.1851771124450287,0.1888832788467322
phecode_244,42,Hypothyroidism,endocrine/metabolic,990,6396,7386,0.13403736799350122,0.8696122576610381,0.9140221792660818,0.9116538745807038,0.6441115343554369,0.8256786122639781,0.6847074947172189,0.7768526303452384,0.7647661438609457,0.29818574723893965,0.6225554634319427,0.6753924932830154,0.7477493443894087,0.7458773770257203,0.22481198916875741,0.6083619994126137
phecode_433,43,Cerebrovascular disease,circulatory system,952,6333,7285,0.13067947838023336,0.7397912227726582,0.7912958078716172,0.790692720094037,0.7380605668222452,0.7994730320293574,0.44107977145026306,0.5509804218795509,0.5192505529775869,0.37905556376654254,0.5315557422662379,0.3983620274196309,0.5096638362841851,0.4968024988768202,0.3292107693489802,0.46000492781297647
phecode_286.2,44,Encounter for long-term (current) use of anticoagulants,hematopoietic,821,5683,6504,0.126230012300123,0.7462461752886405,0.8268897541397631,0.8121263682920941,0.7140941148671903,0.8158982999190111,0.43119977903734547,0.49773652510642546,0.5003161175553557,0.3464495338387631,0.46512698769740485,0.3720896128201294,0.4452947499552873,0.4407683937140504,0.2782049077024713,0.4119661959241513
phecode_244.4,45,Hypothyroidism NOS,endocrine/metabolic,924,6396,7320,0.12622950819672132,0.8768548863061059,0.9117397169226438,0.9110485720241817,0.6525940184476771,0.832716132106376,0.6911104330447293,0.7724429637239647,0.7628577248825018,0.29494013667640084,0.6462437924977664,0.6739266608507768,0.7417794098778657,0.7458163365352213,0.2253942077147308,0.617108647802654
phecode_296,46,Mood disorders,mental disorders,845,6112,6957,0.12146039959752768,0.7432462434864406,0.8122948460881512,0.7850383851323753,0.6980016059559615,0.7796500779770524,0.45720518513435604,0.5300793352716753,0.5157740449920287,0.3365357531861413,0.5059880922512057,0.4220074928182953,0.5135071293930259,0.4956237378592905,0.29440101929120777,0.4572169495393408
phecode_285.1,47,Acute posthemorrhagic anemia,hematopoietic,661,4800,5461,0.12104010254532135,0.5955814451158107,0.639047583081571,0.6205118957703928,0.6141594914400805,0.6444746978851964,0.25590588445205725,0.2728384179907628,0.2689175160497595,0.2658734484076096,0.2924701415668706,0.17983751971963075,0.1907721575580003,0.1901645351549951,0.19023312608885054,0.2093017760567979
phecode_285.2,48,Anemia of chronic disease,hematopoietic,657,4800,5457,0.12039582188015394,0.633940349544073,0.7537439209726444,0.7107239741641338,0.7162611448834854,0.7630637031408308,0.307716768313736,0.4093672202918476,0.36010977091696594,0.3739439770708961,0.44215030959703316,0.24768286733950784,0.3337371130062817,0.2925827329367244,0.2981201259961329,0.3562855191009051
phecode_501,49,Pneumonitis due to inhalation of food or vomitus,respiratory,621,4623,5244,0.11842105263157894,0.6730655937426985,0.692483714215779,0.6946000317092981,0.6672274669277584,0.6928655470132067,0.3349785549722097,0.3083017793387746,0.33043553388908026,0.3151235035390934,0.36285043066219264,0.2747522611417962,0.24195714744414867,0.29040614122608516,0.2296643336972325,0.30926931147105263
phecode_272.11,50,Hypercholesterolemia,endocrine/metabolic,712,5309,6021,0.11825278192991195,0.7298106709833048,0.8015561586152902,0.795350197845913,0.727033263505364,0.783401256903447,0.3804064578607581,0.44924354784507453,0.4397269070856824,0.34110995902942176,0.4616952951040733,0.28785372821291194,0.3565377505426559,0.36310153867765577,0.26292587667706435,0.3741687383514306
phecode_426.9,51,Cardiac pacemaker/device in situ,circulatory system,569,4293,4862,0.11703002879473468,0.9271246700822854,0.9503327368257626,0.9491821309211548,0.8771651999117496,0.9277975796501033,0.7633602370167385,0.8002550030734091,0.7920451387686127,0.577792827006847,0.7374111179244602,0.8030690930959383,0.8498217612324953,0.8458540405354917,0.5870329270264621,0.7611531173639653
phecode_585.32,52,End stage renal disease,genitourinary,541,4201,4742,0.11408688317165752,0.9594698360120203,0.9658834924855675,0.9685447625537654,0.8694032537659979,0.9514778589004358,0.8335367798577314,0.8415414417603264,0.8387393874688881,0.5902339458866851,0.8150926999186452,0.8933906865744886,0.9027359087731822,0.9056371609145463,0.6148848772005732,0.8761402485254242
phecode_458,53,Hypotension,circulatory system,817,6559,7376,0.1107646420824295,0.521416527521021,0.5582705811318505,0.5452507603315642,0.5533627526984316,0.5813185789253981,0.20200608709662432,0.2137387464744932,0.20989687002124618,0.21168376643185627,0.23011757176660597,0.12453877399864034,0.1314330532335382,0.1283967695844099,0.1341201857206685,0.15049793248933058
phecode_250.3,54,Insulin pump user,endocrine/metabolic,607,4984,5591,0.1085673403684493,0.9431569179268396,0.9616993458013011,0.9596039563445129,0.8643819432710992,0.9335769198276591,0.7713190331717089,0.8064793125021532,0.8063518556737046,0.5706508883625233,0.7410518651173706,0.8088953545293238,0.8628540335535794,0.8560346792014569,0.5973295712520721,0.7779255335464382
phecode_287,55,Purpura and other hemorrhagic conditions,hematopoietic,691,5683,6374,0.10840916222152494,0.6017532227162342,0.6738775408509028,0.6281672415827004,0.6378684920250739,0.6696130096447589,0.25133730782174396,0.2900222698152904,0.26997554468586027,0.27937762686083467,0.3380365666719326,0.17774636835136168,0.2158929473120988,0.2014492103684473,0.19502085458928062,0.22620794818409543
phecode_507,56,Pleurisy; pleural effusion,respiratory,562,4623,5185,0.10838958534233366,0.5930725042790823,0.6450770542673842,0.6306220677511114,0.6604309559285301,0.6839945387826473,0.24003845734636123,0.27122790844341604,0.25835443657484825,0.28395042153487055,0.31045584113634234,0.16847655180600957,0.20856538103269165,0.18969208257826753,0.2103346270930918,0.2312369495530604
phecode_287.3,57,Thrombocytopenia,hematopoietic,689,5683,6372,0.1081293157564344,0.594211720670277,0.673364644208508,0.6341046313577905,0.6385708166325,0.6770105763444808,0.24796465950933605,0.2926317056160135,0.2691931691017537,0.27638209032003896,0.34067729966398747,0.17531040485511573,0.2165591162416557,0.2009684539633905,0.19064386172498843,0.2300746711940313
phecode_452,58,Other venous embolism and thrombosis,circulatory system,769,6384,7153,0.10750733957779952,0.6853950623311525,0.7360253311851056,0.7277326026104222,0.6033714969241285,0.7072899781922338,0.3359357567219311,0.4011498053899724,0.40173509314643835,0.23509451109629742,0.35355368811120674,0.2660577489168943,0.3269669903724787,0.3359832437990009,0.14864511291905047,0.28605055859167094
phecode_276.12,59,Hyposmolality and/or hyponatremia,endocrine/metabolic,576,4800,5376,0.10714285714285714,0.5565104166666667,0.6335402199074074,0.5734097945601853,0.6216867766203704,0.6541422164351852,0.220625355033536,0.25084425344037325,0.22343915170650158,0.24789497805547983,0.28987785969340013,0.14656961129649923,0.1644710810219527,0.15646806315832423,0.1882736764735785,0.210419987811499
phecode_707,60,Chronic ulcer of skin,dermatologic,771,6704,7475,0.1031438127090301,0.6646777270085449,0.7399987015717165,0.7227338175646432,0.6930010851150655,0.7470697255988228,0.3216637871020675,0.3764867582440564,0.3684978273259814,0.2945088465873865,0.3993790172895963,0.25310788718821253,0.29670528288417736,0.3054847776870574,0.206027632596106,0.32508742913419786
phecode_296.2,61,Depression,mental disorders,689,6112,6801,0.10130863108366416,0.7055286819940815,0.7783486512633736,0.7590815881326353,0.6802356020942408,0.7505295356248578,0.37469048939012806,0.44193368329472194,0.4217911470935342,0.29142379591681444,0.444101952468347,0.31426579240891955,0.3726206602972525,0.35600720790248924,0.23333712461961056,0.36526620886851807
phecode_345,62,"Epilepsy, recurrent seizures, convulsions",neurological,662,5969,6631,0.09983411250188508,0.8216213494461229,0.8656592124772908,0.8547747296401443,0.7752986483272354,0.8716941201475655,0.5703825210334847,0.6232179138377507,0.6114535088280376,0.41231162656879256,0.625787248171973,0.5551777339305268,0.6044651369150269,0.5995457595581795,0.34398935051986884,0.6054333939887008
phecode_286,63,Coagulation defects,hematopoietic,616,5683,6299,0.09779330052389268,0.6291406956871419,0.709204408364331,0.6675620561704305,0.6391694160870797,0.6656355959311624,0.25865804820320887,0.3009358346714441,0.2764508869662694,0.24441966519594027,0.2933255402725754,0.17961364285710332,0.22854117871817853,0.19906156940311098,0.16332871301827268,0.20989094095121877
phecode_415,64,Pulmonary heart disease,circulatory system,701,6770,7471,0.09382947396600189,0.6596438956852546,0.7149222941837418,0.6927752317708005,0.6825287530457398,0.7401042810791703,0.29554107849971784,0.33685992137250537,0.33411613351152863,0.2762240254418437,0.3762719546999002,0.24058911118992826,0.2513082645809058,0.27722327539211716,0.18353528055552193,0.2860100305583706
phecode_994.21,65,Septic shock,injuries & poisonings,619,6185,6804,0.09097589653145208,0.5806498545101842,0.6860579560506034,0.636016603568933,0.67649604205125,0.6726366509183067,0.2145821299537174,0.2584952756423575,0.24130677530259936,0.27378147460725727,0.2713342519460145,0.1465696393225278,0.17707631529063017,0.16619723369333644,0.20000149117378282,0.1869145682518283
phecode_495,66,Asthma,respiratory,545,5688,6233,0.08743783090004813,0.87935329438494,0.9045855164526051,0.9049339783516999,0.7282458282458283,0.87774828312803,0.6351386372576295,0.6783311970599982,0.6921374677581715,0.3346715712824051,0.6137216043783309,0.6077330727867998,0.6860550366457787,0.6603700654622363,0.2938204418326982,0.5693695218266456
phecode_600,67,Hyperplasia of prostate,genitourinary,327,3582,3909,0.08365310821181889,0.7846127657256472,0.8258072203837616,0.8203878470945514,0.6804466097424793,0.8080078577167681,0.46952524995669725,0.5028454175661615,0.537501017340534,0.2464686614282107,0.47653299947160915,0.39135513504819586,0.42515621800385217,0.4449827942292871,0.15196687724062188,0.39691623061071324
phecode_276.13,68,Hyperpotassemia,endocrine/metabolic,432,4800,5232,0.08256880733944955,0.592837962962963,0.6939761766975309,0.6723674768518518,0.6816838348765432,0.7257804783950618,0.21937982750827714,0.25194269607325404,0.25127188110317267,0.28190527161888845,0.32061635767076313,0.14534759100769895,0.16790843470418595,0.16747616494244286,0.1934875060266156,0.2139714277168665
phecode_276.11,69,Hyperosmolality and/or hypernatremia,endocrine/metabolic,418,4800,5218,0.08010732081257187,0.5947651515151515,0.6697885765550239,0.6403632376395534,0.6700921052631579,0.6796519138755981,0.21086951078820568,0.23195237258480694,0.22636296038661055,0.25655241476574703,0.2831242686193244,0.13935535033353394,0.15175726955085464,0.16079605309606232,0.17022151073205496,0.21297957658896816
phecode_198,70,Secondary malignant neoplasm,neoplasms,577,6789,7366,0.07833288080369265,0.882806284430085,0.904818555681824,0.895017555839801,0.8250889003266558,0.8942304732687495,0.678652436395581,0.7278206038995034,0.7193375495181813,0.4738655745520668,0.6959397771802125,0.657571359229472,0.7126531279569774,0.7039896353219357,0.4414779396750187,0.6701750419607556
phecode_427.3,71,Other specified cardiac dysrhythmias,circulatory system,364,4293,4657,0.07816190680695727,0.6059882944256489,0.6519466211478321,0.6277741238733321,0.4875868193287849,0.39159496767787405,0.23358599967096,0.23645704869481904,0.23836947223222182,0.14873250837848562,0.14597545911470186,0.1680567084091073,0.17539748920219883,0.1746239340504682,0.07758922466905552,0.0678614340233804
phecode_707.1,72,Decubitus ulcer,dermatologic,566,6704,7270,0.07785419532324622,0.661307525911433,0.7382862507062922,0.727733719439689,0.7269207982998389,0.7555325864206381,0.2830047691063661,0.32566913257827246,0.32721395609212167,0.27239600084224935,0.36878479282073323,0.2275290284067701,0.25067501668372627,0.27090533808694045,0.19316252541522017,0.28239102293239254
phecode_300,73,Anxiety disorders,mental disorders,514,6112,6626,0.07757319649864171,0.75383502760405,0.8070854426833989,0.7939637149347077,0.701350535783405,0.7911360187014892,0.4018207523019498,0.44865768407081563,0.44859984421856747,0.2628746054313643,0.4443087613147023,0.3478435708335673,0.38247912419137153,0.3820913879837312,0.1950405857217162,0.37277428395267315
phecode_327.3,74,Sleep apnea,neurological,565,6809,7374,0.07662055871982641,0.8395282348240739,0.8638086268893697,0.8787278633064035,0.7596954177757714,0.8596458129024558,0.5722430434929391,0.643129670222454,0.6664615671533283,0.3413004521250616,0.6125493398987948,0.5297268878590621,0.5634486591402054,0.595497438225249,0.2594338915066349,0.5395497856566216
phecode_317,75,Alcohol-related disorders,mental disorders,529,6528,7057,0.07496103159982996,0.8948281423418424,0.9212453177025527,0.9128517503699594,0.8977120329263781,0.9289028394376618,0.6792373912685957,0.7104520548349732,0.7176475279036575,0.5848276217933338,0.711213014811722,0.6750092774597154,0.7418478417433043,0.7435404390115334,0.5981015344606804,0.6071546292897362
phecode_426.91,76,Cardiac pacemaker in situ,circulatory system,347,4293,4640,0.0747844827586207,0.9193595447269379,0.9342283271498857,0.939438885587481,0.872677459593445,0.9182856056834182,0.7302175351499157,0.7882222296659528,0.7708984274235301,0.4912439233412903,0.6872620730187603,0.7471697176026904,0.7996472774457664,0.7992949313353681,0.4666856138766464,0.6974301354281923
